drink_name,drink_price,restaurant_address,restaurant_name,restaurant_tel,restaurant_url
"エビスビール(生),琥珀エビス(生)／エビス ザ ブラック(生),サッポロ黒ラベル(生),シャンディガフ／パナシェ／レッドアイ／カシスクランベリービア／ピーチビア／アップルビア,スタンダードサワー各種,フルーティーサワー各種,GOODハイボール,スタンダードカクテル各種,ノンアルコールカクテル各種,クラフトジン,エスパス オブ リマリ スパークリング ブリュット,マルティーニ ロゼ（ボトル）,モスカートダスティー ブライダ（ボトル）,フレディック マルトレ ブリュット レゼルヴ,ワインカクテル各種,ドメーヌ デグラス エステート シャルドネ（白）ボトル,ペイドック ブラン M.シャプティエ,グランポレール 甲州,ガンディア マルケス デ トゥーリア（ボトル）,トレゼッラ ソービニヨンブラン（ボトル）,ユルツィガー ヴュルツガルテン（ボトル）,ピエロパン ソアーヴェクラシコ（ボトル）,フィーギュール リーブル フリースタイル ブラン（ボトル）,ボーグル ヴィンヤード シャルドネ（ボトル）,ドメーヌ デ マランド シャブリ プルミエ クリュ フルショーム（ボトル）,ドメーヌ デ グラス エステート カベルネソーヴィニヨン（赤）,ペイドック ルージュ M.シャプティエ（赤）,グランポレール 甲斐ノワール（赤）,ガンディア マルケス・デ・トゥーリア,トレゼッラ・メルロー,サンタクリスティーナ マエストレッレ,フィーギュール リーブル フリースタイル ルージュ,タトーゥール プリミティーヴォ,アタランギ クリムゾン ピノ・ノワール,ベリンジャー ナイツヴァレー カベルネ・ソーヴィニヨン,ソフトドリンク,エスプレッソＳ,コーヒー（HOT/ICE）,カフェラテ（HOT/ICE）","[792, 814, 748, 792, 770, 858, 660, 847, 726, 880, 836, 3850, 4290, 7150, 770, 704, 814, 924, 3300, 3850, 4400, 4950, 5170, 6050, 7700, 704, 814, 924, 3300, 3850, 4510, 5170, 6050, 7040, 8580, 660, 484, 638, 660]",大阪府大阪市北区大深町3-1　グランフロント大阪北館6F,GOOD EAT TABLE,050-3155-4146,https://www.hotpepper.jp/strJ001051423/
"アサヒ　スーパードライ,ノンアルコール　アサヒドライゼロ　小瓶,といハイボール,ハイボール,コークハイボール,ジンジャーハイボール,カルピスハイボール,【芋】松の露、飫肥杉、ひむか寿、白霧島、黒霧島、伊佐大泉、黒伊佐錦、島美人,【麦】二階堂・隠し蔵,【米】白岳,【しそ】たんたかたん,【芋】南泉、白玉の露、前田利右衛門、園の露、阿久根、にごり芋,【麦】おこげ,【そば】雲海,【ごま】紅乙女,【泡盛】菊の露,【黒糖】れんと,【芋】きろく、鶴見、三岳、くじら、明るい農村、蘇州、黒瀬、鷲尾、赤霧島、天狗桜,【麦】中々,【泡盛】春雨,【栗】深山美栗,【芋】富乃宝山、吉兆宝山、海、天誅、さつま茶屋、タイガー＆ドラゴン、赤兎馬、紫赤兎馬,【麦】兼八,【米】大石,【麦】伊佐美、川越、萬膳、萬膳庵,プレーン/レモン/グレープフルーツ/ライム/カシス/カルピス/柚子/巨峰/ピーチ/ベジタブル/トマト/ウーロン,梅の宿・南部無糖梅酒・角玉梅酒・黒糖梅酒・木内梅酒,あらごし梅酒・吟醸梅酒・紅南高梅酒・鶯とろ梅酒・百年梅酒,マッコリ,かめ売り,かぼす、あんず、柚子,赤ぶどう、完熟もも、あらごしみかん,グラス(赤・白),ボトルワイン　ウンドラーガススパ－クリングブリュット,ボトルワイン　ウンドラーガユーバイ(赤・白),ボトルワイン　セニューリオ　デ　ルーラ　テンプラニーリョ,ボトルワイン　アルジェント　マルベック,ボトルワイン　ドメーヌ　アラン　ブリュモン(赤・白),ボトルワイン　ウンドラーガ　シバリス　カベルネ,ボトルワイン　ドメーヌ　アラン　ブリュモン　シャトーモンテュス,ウーロン茶/オレンジジュース/グループフルーツジュース,トマトジュースベジタブルジュース/カルピス/コーラ/ジンジャーエール/炭酸水/トニックウォーター","[490, 390, 390, 390, 490, 490, 490, 400, 400, 400, 400, 450, 450, 450, 450, 450, 450, 500, 500, 500, 500, 550, 550, 550, 650, 450, 590, 690, 500, 1700, 590, 690, 390, 2200, 1650, 2750, 2750, 3080, 3850, 5500, 300, 300]",大阪府大阪市北区曽根崎１-7-10,阿蘇熔岩石焼　といとい　穴座,050-5861-6764,https://www.hotpepper.jp/strJ001028487/
"生ビール,瓶ビール,青島ビール,ノンアルコールビール,レモン,グレープフルーツ,薩摩美人（黒麹）,黒霧島,赤兎馬,赤霧島,富乃宝山,かすみそう 紫芋,侍士の門,佐藤,魔王,二階堂吉四六,中々,壱岐,一粒の麦,入道,神の河,いいちこスーパー,兼八,鍛高譚,土佐鶴【高知県】,呉春【大阪府】,黒松搾りたて【山口県】,初緑【岐阜県】,百十郎【岐阜県】,真鶴【宮城県】,極上吉乃川【新潟県】,京ひな　輝の吟【愛媛県】,秀鳳【山形県】,ヒレ酒,冷ヒレ酒,白子酒,スパークリング・澪,久保田　萬寿【新潟県】,ワイン（赤・白）,紹興酒,杏露酒,桂花陳酒,梅酒,果実酒各種,角ハイボール,知多,山崎,響,マッカラン(12年),バランタイン(12年),オールドパー(12年),ヘネシー,カシス,ピーチ,カルーア,シャンディーガフ,サングリア,黒烏龍茶,ジャスミン茶,ペリエ,ジンジャーエール,コーラ,オレンジジュース,コーヒー,カフェオレ","[715, 803, 715, 715, 616, 715, 616, 616, 715, 715, 715, 880, 990, 1320, 1980, 715, 715, 715, 814, 814, 616, 715, 1320, 616, 715, 715, 825, 715, 858, 858, 880, 825, 1078, 990, 990, 1100, 990, 2200, 693, 715, 715, 715, 693, 748, 715, 858, 990, 1100, 1320, 1320, 1100, 770, 715, 715, 715, 715, 715, 550, 550, 605, 550, 550, 550, 550, 660]",大阪府大阪市北区堂島１-2-15浜村サンプラザビル4階,北新地 七宝,050-5346-8262,https://www.hotpepper.jp/strJ001006422/
"生ビール,ビンビール,焼酎（麦／芋）,梅酒,日本酒（常温／熱燗）,紹興酒（ボトル）,紹興酒（グラスまたは1合）,レモンサワー,梅サワー,ライムサワー,巨峰サワー,ゆずサワー,カシスソーダ,カシスオレンジ,カシスウーロン,ピーチソーダ,ピーチオレンジ,桂花陳酒 ケイカチンシュ,杏露酒 シンルチュウ,林檎酒 リンチンチュウ,檸檬酒 ニンモンチュウ,茘枝酒　ライチチュウ,桂花茶（ポット）,茉莉花茶（ポット）,烏龍茶（ポット）,コーラ,オレンジジュース,烏龍茶　グラス,茉莉花茶　グラス","[495, 528, 528, 550, 638, 3080, 528, 528, 528, 528, 528, 528, 550, 550, 550, 550, 550, 528, 528, 528, 528, 528, 550, 550, 550, 418, 418, 418, 418]",大阪府大阪市北区梅田１‐１-３大阪駅前第３ビルＢ２,中華食べ飲み放題　遥華　第3ビル店,050-5861-5417,https://www.hotpepper.jp/strJ000759930/
"アサヒスーパードライ (生中),アサヒスーパードライ,キリンラガー,サッポロ黒ラベル,アサヒドライゼロ,レッドアイ,シャンディガフ,スーパーニッカ・ハイボール,響 JAPANESE HARAMONY・ハイボール,ザ・マッカラン 12年・ハイボール,ジンジャー・ハイボール,コーク・ハイボール,サムライ・ハイボール,レモン,ライム,シークァーサー,グレープフルーツ,トマト,【麦】中々,【芋】佐藤 黒,梅乃宿 温,獺祭 (1合),季節のおすすめ銘酒 A (1合),季節のおすすめ銘酒B (1合) ,【白】ドメーヌ・マルセル・セルヴァン／ブルゴーニュ・シャルドネ (グラス),【赤】セニョール・デギュイユ／カスティヨン (グラス),アンリ・ジロー/エスプリ・ナチュール,ヴーヴ・クリコ/ローズ・ラベル,ドン・ペリニヨン/ブリュット,ドメーヌ・ガデ ペール＆フィス/ミュスカデ・セーヴル・エ・メーヌ シュール・リー ラ・グラン・レゼルヴ,キムラ・セラーズ/マールボロ ソーヴィニヨン・ブラン,シャトー・メルシャン/玉諸 甲州きいろ香,レ・ザルム・ド・ラグランジュ/シャトー・ラグランジュ,ドメーヌ・マルセル・セルヴァン/シャブリ・プルミエ・クリュ モンテ・ド・トネール,シャトー・メルシャン／穂坂マスカット・ベーリーA,ジェラール・ベルトラン/シガリュス・ルージュ,カレラ/セントラル・コースト ピノ・ノワール,ラリー・ストーン/シリタ・メルロー2004,シャトー・デギュイユ/カスティヨン,パリンガ・エステート/エステート ピノ・ノワール,オリン・スウィフト/パレルモ・ナパ・ヴァレー カベルネ・ソーヴィニヨン,サム・ハロップ/セダリオン・シラー・クロナル,ドメーヌ・ミッシェル・ノエラ/ヴォーヌ・ロマネ,オーパス・ワン,ジントニック,ジンリッキー,ウォッカリッキー,モスコミュール,カシスソーダ,カシスオレンジ,カシスウーロン,紅南高,あらごしみかん,烏龍茶,黒烏龍茶,コカ・コーラ,ジンジャーエール,オレンジジュース,トマトジュース","[770, 700, 700, 700, 600, 770, 770, 770, 1100, 1500, 850, 850, 690, 650, 650, 650, 650, 650, 780, 800, 900, 2200, 1000, 1300, 900, 900, 14000, 15000, 35000, 4950, 5500, 4500, 8800, 11000, 6000, 8500, 8500, 10000, 11000, 13000, 13000, 15000, 18000, 78000, 850, 850, 850, 850, 850, 850, 850, 880, 850, 490, 550, 450, 450, 450, 450]",大阪府大阪市北区曽根崎新地１丁目７－１９　えすぱす北新地21　1階,黒毛和牛焼肉　きっしゃん　永楽町　松,050-5452-6661,https://www.hotpepper.jp/strJ001259672/
"生ビール,瓶ビール,ウヰスキー　Single,ハイボール,酎ハイ（レモン/ ライム/ 青梅/ピーチ),ノンアルコールビール,ペリエ 330ml,烏龍茶　清水一芳園 香檳（しゃんぴん）烏龍茶,コカコーラ,ジンジャーエール,オレンジジュース,ラムネ,真澄（ますみ） （焼酎ベース）　90ml,いづみ橋 　（日本酒ベース）　90ml,梅乃宿（うめのやど）あらごし　90ml/黒糖梅酒　（黒糖ベース）　90ml,梅美醂（うめみりん）・微熱（びねつ）　（味醂ベース）　90ml,澤屋まつもと（京都）純米　[グラス],乾坤一（けんこんいち）（宮城）特別純米　[グラス],満寿泉（ますいずみ）（富山）特別純米　[グラス],凱陣（がいじん）（香川）「情熱」本醸造　[グラス],浦霞「禅」（うらかすみ　ぜん）（宮城）純米吟醸　[グラス],【焼酎】[芋]薩州宝山　（鹿児島）　90ml,【焼酎】[芋]　吉兆宝山　（鹿児島）　90ml/富の宝山　（鹿児島）　90ml,【焼酎】[芋]白天宝山　（鹿児島）　90ml,【焼酎】[芋]宝山 芋麹全量（いもこいじぜんりょう）　（鹿児島）　90ml,【焼酎】[芋]天使の誘惑　（鹿児島）　90ml,【焼酎】[芋]佐藤（白）　（鹿児島）　90ml,【焼酎】[芋]佐藤（黒）　（鹿児島）　90ml,【焼酎】[芋]田倉（たくら）　（鹿児島）　90ml/川越　（鹿児島）　90ml,【焼酎】[芋]薩摩茶屋　（鹿児島）　90ml/晴耕雨読　（鹿児島）　90ml,【焼酎】[芋]池の露　（熊本）　90ml,【焼酎】[芋]萬膳（まんぜん）（鹿児島）　90ml,【焼酎】[芋]森伊蔵・極上の一滴（鹿児島）　90ml,【泡盛】やまかわ（本部）　90ml/高嶺（石垣島）　90ml,【泡盛】春雨カリー（那覇）　90ml/久米島の久米仙（久米島）　90ml,【泡盛】古酒風丹(こしゅふうたん)10y（与那原）　90ml,【麦】佐藤　茶（鹿児島）　90ml/兼八（大分）　90ml,【麦】麦冠 情け嶋（八丈島）　90ml/銀の水（宮崎）　90ml,【麦】百年の孤独（宮崎）　45ml,【米】いきいき（熊本）　90ml/豊永蔵（熊本）　90ml/武者返し（熊本）　90ml,【米】十四代・秘蔵（山形）　90ml,【蕎麦】佐久の花（長野）　90ml,【栗】ダバダ火振（四万十川）　90ml,【黒糖】朝日「飛乃流」（喜界島）　90ml/朝日「壱乃醸」（喜界島）　90ml,【黒糖】龍宮（奄美大島）　90ml/長雲（奄美大島）　90ml,【黒糖】稲の露20y（沖永良部）　90ml,ルバイヤート 串の坊ワイン 1/2 ボトル,ルバイヤート 串の坊ワイン 1/2 ボトル,ルバイヤート 串の坊ワイン 1/2 ボトル","[715, 880, 660, 550, 550, 385, 660, 385, 385, 385, 385, 385, 770, 770, 770, 880, 660, 770, 660, 990, 1210, 880, 880, 880, 1100, 1980, 990, 1100, 880, 880, 880, 880, 3300, 880, 880, 2420, 880, 880, 1980, 880, 1320, 880, 880, 990, 990, 1320, 1980, 1980, 1980]",大阪府大阪市北区大淀中１-1-90 梅田スカイビルB1,串の坊 新梅田シティ店,050-5348-8813,https://www.hotpepper.jp/strJ000629000/
"二階堂（大分）,中々（宮崎）,一粒の麦（鹿児島）,千亀女（鹿児島）,兼八（大分）,三段仕込み（宮崎）,よろしく千萬あるべし（新潟）,黒霧島（大分）,富乃宝山（鹿児島）,一尚シルバー（鹿児島）,月の中（宮崎）,八幡ろかせず（鹿児島）,妻ひのひかり（鹿児島）,北斗の拳（佐賀　光武酒造）,澤屋まつもと　守破離（京都）,明鏡止水　鬼辛純米（長野）,伯楽星　純米吟醸（宮城）,賀茂金秀　辛口特別純米（広島）,鳳凰美田　純米吟醸（栃木）,裏ちえびじん　番外編（大分）,天領盃しぼりたて生原酒（新潟）,三井の寿　+14　大辛口（福岡）,みむろ杉　ディオ・アビータ（奈良）,寫樂　純愛仕込み（福島）,鍋島パープルラベル（佐賀）,武勇　大吟醸　道春（茨城）,醸し人九平次　別誂（愛知）,【熱燗】山和　燗純米（宮城）,【飲み比べ】","[530, 530, 630, 630, 630, 850, 630, 530, 630, 630, 750, 750, 850, 630, 630, 630, 850, 850, 850, 850, 850, 850, 980, 980, 1480, 1780, 1980, 750, 850]",大阪府大阪市北区曽根崎２-8-15 K'sスクエアビルB1F,酒肴割烹　しゅん　梅田店,050-5453-9645,https://www.hotpepper.jp/strJ001262603/
"選べるグラスワイン,ドン・ウルリコ　スプマンテ　ブリュット,ペネデス　レゼルヴ　バルマ　ブリュット　ナチュール,カルトドール　ブリュット,ピノ・ノワール　1870　プレミアム　レゼルヴ,京ちゃばな　プレミアムワイン,アカ　2017,ガンガン　メルロー・マルベック,ガンガン　ブラン,キンタダス　マイアス　ホワイト,ピノグリージョ　アンターレ,ウィッカムロード　シャルドネ,氷結果実サワー　or　ハイボール,スペシャルサワー　or　ハイボール,ノンアルコールカクテル,角,山崎,白州,ヂュワーズ,知多,サッポロ　エビス (中),緑茶ハイ/ジャスミンハイ/ウーロンハイ/紅茶ハイ,麦・芋・しそ・ジャスミン,あらごし梅酒/あらごしもも/あらごしみかん,翠ソーダ,生絞りレモンサワー,プレーンサワー,ウーロン茶,緑茶,オレンジジュース,ジンジャーエール辛口,コカコーラ","[660, 4300, 7200, 11000, 4500, 3500, 6500, 5000, 5000, 3500, 4500, 6500, 700, 600, 450, 550, 900, 900, 600, 750, 650, 600, 600, 600, 550, 500, 500, 350, 350, 350, 350, 350]",大阪府大阪市北区曽根崎新地１-2-28　シスタービル1階,京ちゃばな 北新地店,050-5831-5368,https://www.hotpepper.jp/strJ001283938/
"オールフリー ,シャンディガフ,徳島ゆず&ビア,ピンクパナシェ,徳島すだちサワー/徳島ゆずサワー,ウーロンハイ/ジャスミンハイ,カシスソーダ／カシスオレンジ／カシスグレープフルーツ／カシスウーロン,ライチソーダ／ライチオレンジ／ライチグレープフルーツ／ピーチオレンジ,カルーアミルク／カルーアモカミルク ,カンパリオレンジ／カンパリソーダ／スプモーニ,赤ワイン＆コーク／キール,シトラスジントニック／オレンジトニック／ジンバック／ジンライム ,きちりロンリコモヒート,モスコミュール／ウォッカ＆コーク,角ジンジャーハイボール,響ジンジャーハイボール,響　シングル,響　ダブル,角　シングル,角　ダブル,【スパークリングワイン】泡　アンジェールブリュエット,【スパークリングワイン】　桃＆スパークリング/洋梨＆スパークリング/カシス＆スパークリング,【白】デ・ボルトリ　ロリマー　セミョンシャルドネ,【白】ホブノブ　シャルドネ,【赤】デ・ボルトリ　ロリマー　シラーズ　カベルネ,【赤】セニョリオ　デ　オルガス,【赤】ガロ　ファミリー　ヴィンヤード　メルロー,【ハウスワイン】白/赤（カラフェ） ,紀州産　南高梅酒／あんず酒／宮崎マンゴー,柚子のきもち／桃のくちどけ／沖縄パイン ,豪快,澪,黒丸,一刻者,知心剣,イサイナ,ウーロン茶／コカコーラ／ピンクレモネードスカッシュ,アイスジャスミンティー,マンゴージュース／りんごジュース,ホットジャスミン茶（ポットサービス）／ゆずはちみつ茶（ポットサービス）,白桃ジュース","[539, 638, 649, 649, 539, 539, 594, 594, 594, 594, 594, 649, 693, 649, 594, 913, 858, 1716, 539, 1078, 3520, 693, 3025, 3300, 3025, 2750, 2970, 1650, 539, 539, 649, 1078, 539, 649, 649, 748, 539, 539, 539, 539, 583]",大阪府大阪市北区堂山町4-12 白馬車ビル5F ,KICHIRI　梅田店,050-5841-9177,https://www.hotpepper.jp/strJ000634688/
"角ハイボール　,知多 風香るハイボール,【生ビール】ザ・プレミアム・モルツ　マスターズドリーム　,【瓶ビール】ザ・モルツ,レモン,ライム,グレープフルーツ,カルピス,ジントニック,カシスソーダ,カシスオレンジ,カシスウーロン,六　各種(ロック・水割・ソーダ割),おばあちゃん梅酒,緑茶梅酒,あらごし梅酒,3種飲み比べ,厳選辛口　吉乃川 清酒 辛口《新潟》一合,伊乎乃　純米《新潟》一合,秀鳳　大吟醸 超辛口《山形》一合,庵　無濾過純米吟醸原酒 辛口《岡山》一合,浜福鶴　純米大吟醸 辛口《兵庫》一合,山桜桃　純米大吟醸《茨城》一合,伊乎乃　大吟醸《新潟》一合,【麦】隠し蔵《鹿児島》,【麦】中々《宮崎》,【芋】黒霧島《宮崎》,【芋】一刻者《鹿児島》,【芋】富乃宝山《宮崎》,【芋】伊佐美《鹿児島》,【しそ】鍛高譚《北海道》,【黒糖】れんと《鹿児島》,<白><ヴィーニャ・コノスル> コノスル　シャルドネ　Glass,<白><ラ・シャブリジェンヌ> シャブリ ラ・ピエレレ　Glass,<赤><ヴィーニャ・コノスル> コノスルカベルネ　Glass,<赤><ドメーヌ・ポール・マス> ジャン クロード マス カベルネ レゼルヴ　Bottle,オールフリー,烏龍茶,コーラ,オレンジジュース,グレープフルーツジュース","[700, 900, 980, 700, 650, 650, 650, 650, 550, 550, 550, 550, 800, 500, 550, 780, 2500, 800, 1000, 1430, 1650, 1980, 2500, 3800, 680, 980, 730, 880, 950, 1650, 550, 600, 780, 1580, 780, 6500, 550, 400, 400, 400, 400]",大阪府大阪市北区曽根崎新地１-8-14,割烹・ろばた　和心,050-5349-7287,https://www.hotpepper.jp/strJ001128852/
"アサヒスーパードライ,アサヒドライゼロ小瓶,ビアカクテル,ジャックダニエル,ハイボール,サントリー角,ハイボール各種,サワー各種,カシス ～Cassis～,ピーチ ～Peach～,ライチ ～Litchi～,ジン ～Gin～,マリブ ～Malibu～,ウォッカ ～Vodka～,カルーア ～Kahlua～,清酒　八海山,松竹梅　佳撰　豪快　,清酒　秋鹿　純米　摂州能勢,清酒　佳撰　栄の井　辛口,清酒　上善如水　純米吟醸,清酒　酔鯨　特別　純米,清酒　春鹿　純米　超辛口,清酒　呉春　本丸　本醸造,獺祭 三割九分,冴え芋【芋】,黒霧島【芋】,山ねこ【芋】,斬れ麦【麦】,黒よかいち【麦】,中々【麦】,濃厚梅酒,紫蘇梅酒,緑茶梅酒,グラス　赤・白,ソフトドリンク 各種","[759, 539, 649, 759, 539, 649, 649, 539, 539, 539, 539, 539, 539, 539, 539, 1078, 1078, 1078, 1078, 1309, 1375, 1529, 1529, 1639, 539, 759, 869, 539, 759, 869, 649, 759, 869, 539, 429]",大阪府大阪市北区梅田２-4-43 浪漫倶楽部3F,食べ飲み放題　個室肉バル　クラフトマルシェ梅田店,050-5368-0299,https://www.hotpepper.jp/strJ001224947/
"アサヒスーパードライ,生ビール小,瓶ビール中,アサヒドライゼロ,チューハイ　生絞りグレープフルーツ,果実酒,カクテル,ウイスキー,ウイスキー　シングル,日本酒　松竹梅「豪快」上撰辛口　一合,松竹梅「豪快」生酒（300ml）,焼酎　一番札（麦）　グラス,さつま司（芋）　グラス,JINRO グラス,チャミスルボトル(360ml),韓国のお酒　ハンサバル 生マッコリ　グラス,米/黒豆/梨マッコリ,ワイン　ミニボトル,ソフトドリンク","[550, 418, 605, 550, 528, 495, 550, 550, 550, 550, 990, 550, 550, 550, 1320, 429, 429, 825, 275]",大阪府大阪市北区堂山町５-１７,焼肉 梅田明月館 堂山店,050-5572-1181,https://www.hotpepper.jp/strJ001262436/
"デイドリーム［ジャパニーズホワイト］,よなよなエール［ペールエール］,グランドキリンIPA［IPA］,ジャズベリー［フルーツビールタイプ］,飲み比べセット,KIRIN　 一番搾り　生　,Heineken EXTRA COLD (ハイネケン　エクストラ　コールド),Guinness (ギネス),SUNTORY　MASTER'S　DREAM　～醸造家の夢～,獺祭　純米大吟醸スパークリング50　　ボトル360ml,【赤】ワールドセパージュ　　グラス,【白】ワールドセパージュ　　グラス,【スパークリング】ポールスター　　グラス,鷹,知多,山崎,白州,山崎 12年,響ジャパニーズハーモニー,響 17年,響 21年,余市,宮城峡,竹鶴 ピュアモルト,竹鶴 17年,竹鶴 21年,岩井 トラディション,駒ヶ岳 ネイチャーオブ信州 信濃蒲公英,角,ボウモア 12年,ラフロイグ 10年,ラフロイグ ロア,アードベッグ 10年,グレンリヴェット 12年,グレンフィディック 12年,カリラ 12年,マッカラン 12年,マッカラン　ダブルカスク　12年,グレンモーレンジ,タリスカー 10年,ウィルトン ハウス,カティサーク,ジョニーウォーカー ブラックラベル 12年,ウュクベー リザーブ,シーバス リーガル 12年,バランタイン 12年,ジェムソン,フェイマス グラウス,デュワーズ ホワイトラベル,デュワーズ 12年,オールド パー 12年,ジョニーウォーカー ブレンダーズバッチ トリプルグレーン アメリカンオーク10年,ファイティング コック,I.W ハーパー,ジム・ビーム ブラック,オールド クロウ,アーリータイムズ,フォアローゼス,エズラ ブルックス ブラック,ジャックダニエル,ワイルドターキー,メーカーズマーク,ブラントン,I.W ハーパー 12年,ジャックダニエル シングルバレル,ジェントルマン ジャック,ジャックダニエル ゴールド,ウッドフォード リザーブ,≪ジン≫,≪ウォッカ≫,≪ラム≫,≪テキーラ≫,GIN COCKTAIL,VODKKA COCKTAIL,RUM COCKTAIL,TEQUILA COCKTAIL,STANDARD COCKTAIL,STANDARD COCKTAIL,STANDARD COCKTAIL,STANDARD COCKTAIL,WHISKY COCKTAIL,WINE COCKTAIL,BEER COCKTAIL,－,－","[1100, 1100, 1100, 1100, 1320, 660, 880, 990, 990, 2750, 880, 880, 880, 990, 1100, 1100, 1100, 1650, 1100, 2200, 3300, 1100, 1100, 990, 1430, 2090, 990, 1650, 990, 1210, 1210, 1650, 1210, 1210, 1210, 1100, 1210, 1210, 1210, 1210, 990, 990, 1210, 1210, 1210, 1210, 1100, 1100, 1100, 1320, 1320, 1100, 1100, 1100, 1100, 1100, 990, 880, 990, 1100, 1100, 1100, 1210, 1320, 1430, 1210, 1650, 1430, 990, 990, 990, 990, 990, 990, 990, 990, 990, 990, 990, 990, 1100, 1100, 990, 990, 550]",大阪府大阪市北区曽根崎新地２-1-13 巽梅田ビル1F,ｍｉｍｉｚｕｋｕ　ｅａｓｙｂａｒ,050-5223-2672,https://www.hotpepper.jp/strJ000505826/
"ソフトドリンク,コーヒー（ICE/HOT）,カフェラテ（ICE/HOT）,エスプレッソ,ノンアルコールカクテル各種,エビスビール(生),琥珀エビス(生),エビス ザ ブラック(生),サッポロ黒ラベル(生),シャンディガフ,レッドアイ,カシスクランベリービア,パナシェ,ピーチビア,アップルビア,SAPPORO黒ラベル 生,エビスビール 生,琥珀エビス 生,エビスザブラック 生,BBQハイボール,スタンダードサワー各種,フルーティーサワー各種,スタンダードカクテル各種,BBQハイボール,メーカーズマークハイボール,ジャックダニエル　ハイボール,山崎　ハイボール,エスパス オブ リマリ スパークリング ブリュット,ドメーヌ デ グラス エステート カベルネソーヴィニヨン（赤）,ペイドック ルージュ M.シャプティエ（赤）,グランポレール 甲斐ノワール（赤）,ドメーヌ デグラス エステート シャルドネ（白）,ペイドック ブラン M.シャプティエ,グランポレール 甲州,ワインカクテル各種","[660, 638, 660, 484, 726, 792, 814, 814, 748, 792, 792, 792, 792, 792, 792, 2860, 3080, 3300, 3300, 2860, 770, 858, 847, 726, 924, 836, 1320, 836, 704, 814, 924, 704, 814, 924, 770]",大阪府大阪市北区大深町3-1 グランフロント大阪北館6F,BBQ33（ビービーキューサンジュウサン）,050-3154-8299,https://www.hotpepper.jp/strJ001051422/
"スパークリング＆ショコラセット,ビール　キリン一番搾り　小瓶,ノンアルコールビール　キリンフリー,ウイスキー,グラスワイン　（赤・白）,ホットワイン　（冬季限定）,スパークリングワイン　（白・辛口200ｍｌ）,生ビール キリン一番搾り,スクリュードライバー　（ウォッカ＋オレンジジュース）,キール　（白ワイン＋カシス）,ソルティドック　（ウォッカ＋グレ－プフルーツジュース）,アメリカンレモネード　（赤ワイン＋レモネード）,スプリッツァー　（白ワイン＋ソーダ）,カーディナル　（赤ワイン＋カシス）,オーガニック,アイスコーヒー,カフェラテ　（hot or ice),ブレンド,ウインナーコーヒー　（hot or ice),フレンチプレス　プレミアムコーヒー,エスプレッソ　（Ｓ／Ｗ）,カプチーノ　（hot or ice),アメリカン,ティー　（レモン or ミルク）,アールグレイ,アップル,キャラメル,ダージリン,ロイヤルミルクティー,ロイヤルベリーティー（ホットのみ）,オレンジフラワー,ローズヒップピーチ,ルイボスティー,カモミールジンジャー,ミルク　（hot or ice),グリーンティー　（hot or ice),ジンジャエール,ティーソーダ,ココア　（hot or ice),レモンスカッシュ,メロンソーダ,抹茶ラテ　（hot or ice),グレープフルーツジュース（氷なし）,リンゴジュース（氷なし）,ミックスジュース,オレンジジュース（氷なし）,コーラ,トマトジュース,ペリエ,キャロットジュース（氷なし）,フロート（ソーダ・コーヒー・ティー）","[1580, 930, 820, 930, 820, 930, 1300, 930, 820, 820, 820, 820, 820, 820, 800, 800, 800, 800, 910, 980, 1070, 970, 800, 800, 800, 800, 800, 850, 970, 970, 910, 910, 910, 910, 850, 850, 850, 850, 970, 850, 850, 970, 970, 970, 990, 970, 800, 800, 970, 970, 1040]",大阪府大阪市北区梅田１-8-16 ヒルトンプラザイースト1F,カフェベンジャミーナヒルトンプラザ西梅田,050-5828-1877,https://www.hotpepper.jp/strJ000827886/
"名物イロハニ枡　日本酒飲み比べセット,全15種日本酒バイキング　<60分>","[1080, 1800]",大阪府大阪市北区梅田2-2-2ヒルトンプラザウエストB2F,虎連坊 ヒルトンプラザウエスト店,050-3144-0285,https://www.hotpepper.jp/strJ001153334/
"ジムビームジンジャー,ジムビームアップル,ベイカーズ,響,インフュージョンサワー,ウーロン茶・オレンジジュース・ジンジャーエール・コーラ","[605, 550, 1100, 1210, 693, 550]",大阪府大阪市北区堂島浜2-1-40サントリービル1F,エイジングハウス　1795　 堂島店 （THE AGINGHOUSE）,050-5499-4608,https://www.hotpepper.jp/strJ001018285/
